TIPO ;SITUAÇÃO;Cód.Equipamento;Cod. Material;Descrição;OC;Qtde. Solicitada;Qtde. Pendente;Qtde. Entregue;Data da Solicitação;Data O.C.;Dias p/ entrega;Status entrega;Data p/ entrega;Dias para OC ser gerada;Nr. Solicitação;Nr. Requisição;Nr. O.C.;Cód. Obj Custo;Descrição Obj. Custo;Valor Última Compra;Cod. Fornecedor;Fornecedor;Cidade;Estado;Status;Índice;Status no Almoxarifado;Ref.1;N_SOLIC;N_OC;Teste;Dias s/ O.C.;Mês
Caminhões;;1049;4442;4442 - FAROL DIANTEIRO L/E REF: 9408200161 ( MBB 3340 );Tem OC;1;0;1;02/05/2025;09/05/2025;;;;7;401173;;167317;221;Almoxarifados - Estoque geral;R$ 322,92;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,333333333;0;0;maio
Caminhões;;1045;4442;4442 - FAROL DIANTEIRO L/E REF: 9408200161 ( MBB 3340 );Tem OC;1;0;1;16/05/2025;20/05/2025;;;;4;403193;;167938;221;Almoxarifados - Estoque geral;R$ 299,00;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;;maio
Caminhões;;1040;4442;4442 - FAROL DIANTEIRO L/E REF: 9408200161 ( MBB 3340 );Tem OC;1;0;1;05/06/2025;11/06/2025;0  DC;Atrasado;11/06/2025;6;406079;;168975;221;Almoxarifados - Estoque geral;R$ 322,92;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;junho
Caminhões;;1019;4479;4479 - MANOPLA DA ALAVANCA DE MARCHAS A386 268 7142 (MBB 2638);Tem OC;1;0;1;24/04/2025;09/05/2025;;;;15;400496;;167249;221;Almoxarifados - Estoque geral;R$ 20,67;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;0;abril
Caminhões;;1008;4479;4479 - MANOPLA DA ALAVANCA DE MARCHAS A386 268 7142 (MBB 2638);Tem OC;1;0;1;09/05/2025;15/05/2025;;;;6;402041;;167742;;;R$ 27,00;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;0;maio
Caminhões;;1021;4479;4479 - MANOPLA DA ALAVANCA DE MARCHAS A386 268 7142 (MBB 2638);Tem OC;1;0;1;21/05/2025;27/05/2025;0  DC;Atrasado;27/05/2025;6;403852;;168243;221;Almoxarifados - Estoque geral;R$ 33,02;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;0;Aguardando retirada;1;1;0,111111111;0;;maio
Oficina Geral;;Oficina Diversos;4518;4518 - MACHO EM AÇO RAPIDO 3/8;Tem OC;1;0;1;17/06/2025;27/06/2025;0  DC;Atrasado;27/06/2025;10;408118;;169734;221;Almoxarifados - Estoque geral;R$ 99,90;11614;DF MAQUINAS;Bayeux;PB;Pedido entregue!;;Aguardando retirada;;#DIV/0!;#DIV/0!;0;;junho
Oficina Geral;;Oficina Diversos;4588;4588 - CHAVE PHILLIPS 1/4 X 6;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408789;;0;221;Almoxarifados - Estoque geral;7,79;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;4601;4601 - ALICATE DE ANILHA BICO CURVO SEM MOLA;Apenas Solicitação;1;1;;17/06/2025;;;;;Aguardando OC;408065;;0;221;Almoxarifados - Estoque geral;R$ 46,27;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;4602;4602 - ALICATE DE ANILHA BICO CURVO COM MOLA;Tem OC;1;1;;17/06/2025;27/06/2025;0  DC;Atrasado;27/06/2025;10;408060;;169736;221;Almoxarifados - Estoque geral;R$ 51,69;2564;ESPERANCA NORDESTE  ;Recife;PE;Pendente;;Entrega pendente;1;1;0,5;0;;junho
Oficina Geral;;Oficina Diversos;4606;4606 - ALICATE DE PRESSÃO;Tem OC;1;0;1;10/04/2025;02/05/2025;;;;22;398973;1143655;166970;94;Administração/Controle Oficina Agrícola;R$ 40,00;2813;NORTEL              ;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;;abril
Oficina Geral;;Oficina Diversos;4607;4607 - ALICATE DE CORTE;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408811;;0;221;Almoxarifados - Estoque geral;67,51;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;4608;4608 - ALICATE UNIVERSAL;Tem OC;1;0;1;10/04/2025;02/05/2025;;;;22;398974;1143655;166971;94;Administração/Controle Oficina Agrícola;R$ 33,02;2564;ESPERANCA NORDESTE  ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;1;0;;abril
Oficina Geral;;Oficina Diversos;4608;4608 - ALICATE UNIVERSAL;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408770;;0;221;Almoxarifados - Estoque geral;33,02;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;4613;4613 - CHAVE ALLEN Nª 19;Apenas Solicitação;1;1;;21/06/2025;;;;;Aguardando OC;408698;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;4614;4614 - CHAVE ALLEN Nª 17;Apenas Solicitação;1;1;;21/06/2025;;;;;Aguardando OC;408697;;0;221;Almoxarifados - Estoque geral;35,9;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;4618;4618 - CHAVE ALLEN Nª 12;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408769;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;4620;4620 - CHAVE ALLEN Nª 10;Apenas Solicitação;1;1;;21/06/2025;;;;;Aguardando OC;408696;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;4620;4620 - CHAVE ALLEN Nª 10;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408768;;0;221;Almoxarifados - Estoque geral;6,3;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina Diversos;4622;4622 - CHAVE ALLEN Nª 08;Apenas Solicitação;1;1;;21/06/2025;;;;;Aguardando OC;408695;;0;221;Almoxarifados - Estoque geral;5,17;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;4622;4622 - CHAVE ALLEN Nª 08;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408767;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;4623;4623 - CHAVE ALLEN Nª 07;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408766;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;4624;4624 - CHAVE ALLEN Nª 06;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408765;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Oficina Geral;;Oficina diversos;4626;4626 - CHAVE ALLEN Nª 05;Apenas Solicitação;1;1;;23/06/2025;;;;;Aguardando OC;408764;;0;221;Almoxarifados - Estoque geral;R$ 0,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Estoque;;Estoque;5011;5011 - PNEU 14.9-26;Tem OC;8;6;2;18/06/2025;05/07/2025;0  DC;Atrasado;05/07/2025;17;408199;;170463;221;Almoxarifados - Estoque geral;3711,31;3532;HC PNEUS SA         ;João Pessoa;PB;Pendente;;Entrega pendente;1;1;0,076923077;0;;junho
Caminhões;;1049;5021;5021 - FAROL DIANTEIRO L/D REF: 9408200261 ( MBB 3340 );Tem OC;1;0;1;02/05/2025;09/05/2025;;;;7;401172;;167321;221;Almoxarifados - Estoque geral;R$ 312,55;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,166666667;0;0;maio
Caminhões;;1045;5021;5021 - FAROL DIANTEIRO L/D REF: 9408200261 ( MBB 3340 );Tem OC;1;0;1;16/05/2025;20/05/2025;;;;4;403192;;167938;221;Almoxarifados - Estoque geral;R$ 299,00;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,5;0;;maio
Caminhões;;1040;5021;5021 - FAROL DIANTEIRO L/D REF: 9408200261 ( MBB 3340 );Tem OC;1;0;1;05/06/2025;11/06/2025;0  DC;Atrasado;11/06/2025;6;406078;;168975;221;Almoxarifados - Estoque geral;R$ 322,92;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;;junho
Carregadeiras;;3023;5283;5283 - VOLANTE E CREMALHEIRA DO MOTOR REF: 836755038 (VALTRA BM 100);Tem OC;1;0;1;21/04/2025;24/04/2025;;;;3;399860;;166717;221;Almoxarifados - Estoque geral;R$ 1.810,48;11614;DF MAQUINAS;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;1;0;0;abril
Tratores;;2064;5512;5512 - DISCO DE FREIO RE 321692;Tem OC;5;5;;13/06/2025;04/07/2025;4  DC;Atrasado;08/07/2025;21;407257;;170490;221;Almoxarifados - Estoque geral;R$ 187,25;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pendente;;Entrega pendente;1;1;0,015625;0;;junho
Tratores;;2030;5521;5521 - PLATO DE EMBREAGEM R95378;Tem OC;4;0;4;11/02/2025;17/02/2025;;;;6;392059;1127366;164322;696;Tratores Colheita;R$ 432,41;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2064;5521;5521 - PLATO DE EMBREAGEM R95378;Tem OC;4;4;;13/06/2025;04/07/2025;4  DC;Atrasado;08/07/2025;21;407262;;170490;221;Almoxarifados - Estoque geral;R$ 432,41;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pendente;;Entrega pendente;1;1;0,015625;0;;junho
Tratores;;2030;5523;5523 - PLATO DE EMBREAGEM R96806;Tem OC;1;0;1;11/02/2025;17/02/2025;;;;6;392071;1127366;164322;696;Tratores Colheita;R$ 501,75;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2064;5523;5523 - PLATO DE EMBREAGEM R96806;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407260;;0;221;Almoxarifados - Estoque geral;R$ 624,35;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2064;5536;5536 - ANEL ORING R158521;Apenas Solicitação;16;16;;13/06/2025;;;;;Aguardando OC;407290;;0;221;Almoxarifados - Estoque geral;R$ 6,37;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2064;5568;5568 - JUNTA R120902;Tem OC;1;1;;13/06/2025;04/07/2025;4  DC;Atrasado;08/07/2025;21;407283;;170490;221;Almoxarifados - Estoque geral;R$ 25,82;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pendente;;Entrega pendente;1;1;0,015625;0;;junho
Tratores;;2027;5568;5568 - JUNTA R120902;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407420;;0;221;Almoxarifados - Estoque geral;25,82;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;5568;5568 - JUNTA R120902;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407508;;0;221;Almoxarifados - Estoque geral;25,82;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Caminhões;;1008;5613;5613 - EIXO S DO FREIO TRASEIRO LE 3834231236 ( MBB 2423 );Tem OC;1;0;1;09/05/2025;12/05/2025;;;;3;402031;;167487;;;R$ 360,00;2097;CAUPECAS            ;Recife;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,1;0;0;maio
Tratores;;2027;5828;5828 - JUNTA R127580;Apenas Solicitação;2;2;;13/06/2025;;;;;Aguardando OC;407418;;0;221;Almoxarifados - Estoque geral;48,29;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;5828;5828 - JUNTA R127580;Apenas Solicitação;2;2;;13/06/2025;;;;;Aguardando OC;407506;;0;221;Almoxarifados - Estoque geral;48,29;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Caminhões;;1002;6174;6174 - CLIMATIZADOR 24V ( RESERVATORIO QUADRADO );Tem OC;1;0;1;26/03/2025;12/04/2025;;;;17;397171;1139444;166231;683;Caminhões Prancha;R$ 889,00;11198;4E EQUIPAMENTOS;Goiânia;GO;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;0;março
Caminhões;;1005;6174;6174 - CLIMATIZADOR 24V ( RESERVATORIO QUADRADO );Tem OC;1;0;1;04/04/2025;12/04/2025;;;;8;398076;1141958;166231;685;Caminhões Comboio;R$ 889,00;11198;4E EQUIPAMENTOS;Goiânia;GO;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;0;abril
Tratores;;2035;6218;6218 - RETENTOR KH0931;Tem OC;1;0;1;05/06/2025;11/06/2025;1  DC;Atrasado;12/06/2025;6;406201;;168979;221;Almoxarifados - Estoque geral;R$ 14,41;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;;Aguardando retirada;1;1;0,166666667;0;;junho
Tratores;;2025;6273;6273 - KIT DE PISTAO E CAMISA AJ61085;Apenas Solicitação;6;6;;28/05/2025;;;;;Aguardando OC;405033;;0;221;Almoxarifados - Estoque geral;R$ 503,21;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Tratores;;2025;6275;6275 - BOMBA DE OLEO  RE504914;Apenas Solicitação;1;1;0;28/05/2025;;;;;Aguardando OC;405012;;0;221;Almoxarifados - Estoque geral;R$ 212,08;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Borracharia;;Borracharia;6473;6473 - BICO DE AR DUPLO 8159F SCHRADER;Apenas Solicitação;1;1;;18/06/2025;;;;;Aguardando OC;408283;;0;221;Almoxarifados - Estoque geral;R$ 30,00;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;6759;6759 - PINO DO PISTAO R123177;Apenas Solicitação;6;6;;28/05/2025;;;;;Aguardando OC;405034;;0;221;Almoxarifados - Estoque geral;R$ 212,08;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Caminhões;;1098;6776;6776 - JUNTA DO MOTOR VOLVO N10 COMPLETO - SABÓ 80320;Tem OC;1;0;1;19/03/2025;11/04/2025;;;;23;396605;1137782;166158;683;Caminhões Prancha;R$ 758,20;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,2;0;0;março
Caminhões;;1098;6831;6831 - KIT DE PISTAO E CAMISA STD DO MT INTERCULADO REF. MALHE K 71400/M. LEVE K 1730 VOLVO NL 10;Tem OC;6;0;6;19/03/2025;11/04/2025;;;;23;396606;1137782;166158;683;Caminhões Prancha;R$ 12.664,32;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;0;Aguardando retirada;1;1;0,2;0;0;março
Tratores;;2030;7363;7363 - SINALEIRA AR60250;Tem OC;2;0;2;06/06/2025;16/06/2025;4  DC;Atrasado;20/06/2025;10;406293;;169134;221;Almoxarifados - Estoque geral;R$ 61,40;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;;Aguardando retirada;1;1;0,2;0;;junho
Tratores;;2024;7363;7363 - SINALEIRA AR60250;Apenas Solicitação;2;2;;18/07/2025;;;;;Aguardando OC;412284;;0;221;Almoxarifados - Estoque geral;329,35;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
Tratores;;2030;7504;7504 - BUCHA R95301;Tem OC;1;0;1;11/02/2025;17/02/2025;;;;6;392066;1127366;164322;696;Tratores Colheita;R$ 131,95;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2027;7504;7504 - BUCHA R95301;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407384;;0;221;Almoxarifados - Estoque geral;132,85;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;7507;7507 - ENGRENAGEM R101187;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407382;;0;221;Almoxarifados - Estoque geral;R$ 2.238,41;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2036;7597;7597 - ALAVANCA DE MARCHA 82408520;Tem OC;1;0;1;28/02/2025;20/03/2025;;;;20;394681;1133066;165177;692;Tratores Preparo Solo;R$ 178,24;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,04;0;0;fevereiro
Carregadeiras;;3023;7722;7722 - SINCRONIZADOR MONTADO 30614220;Tem OC;4;0;4;09/05/2025;15/05/2025;;;;6;402265;;167746;;;R$ 1.215,84;15127;EQUAGRIL LTDA;São Paulo;SP;Pedido entregue!;;Aguardando retirada;1;1;0,090909091;0;0;maio
Carregadeiras;;3023;7724;7724 - BUCHA ESPACADORA 81640020;Tem OC;1;0;1;09/05/2025;16/05/2025;;;;7;402256;;167838;221;Almoxarifados - Estoque geral;R$ 145,00;15702;MAQTRAL - PB;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;0,052631579;0;;maio
Caminhões;;1007;7844;7844 - QUEBRA VENTO DA PORTA DIREITA 6887207055;Tem OC;1;0;1;07/07/2025;12/07/2025;0  DC;Atrasado;12/07/2025;5;410500;;170830;221;Almoxarifados - Estoque geral;44,1;2528;REDIESEL            ;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;0,076923077;0;;julho
Veic. Leves;;29;8082;8082 - CARENAGEM DO FAROL DIANT. COR VERMELHA  ( NXR 150 BROS KS );Tem OC;1;0;1;28/03/2025;07/04/2025;;;;10;397398;1139973;165843;719;Automóveis e utilitários - Adm. Agricola;R$ 76,00;14446;AGROMOTO;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;0;março
Veic. Leves;;32;8082;8082 - CARENAGEM DO FAROL DIANT. COR VERMELHA  ( NXR 150 BROS KS );Tem OC;1;0;1;28/03/2025;07/04/2025;;;;10;397413;1139980;165843;719;Automóveis e utilitários - Adm. Agricola;R$ 76,00;14446;AGROMOTO;Jaboatão dos Guararapes;PE;Pedido entregue!;;Aguardando retirada;1;1;0,5;0;0;março
Tratores;;2036;8181;8181 - ANEL DE SEGURANCA KG1045;Tem OC;1;0;1;28/02/2025;20/03/2025;;;;20;394729;1133066;165177;692;Tratores Preparo Solo;R$ 2,79;13341;DISMA DISTRIBUIDORA;Araçatuba;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,04;0;0;fevereiro
Tratores;;2036;8183;8183 - CALCO 679390;Tem OC;1;0;1;28/02/2025;20/03/2025;;;;20;394730;1133066;165173;692;Tratores Preparo Solo;R$ 5,99;1237;MERCADAO DE TRATORES;Ourinhos;SP;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,1;0;0;fevereiro
Tratores;;2024;8364;8364 - MANGUEIRA DO RESFRIADOR DO OLEO CQ47021;Tem OC;2;0;2;04/06/2025;11/06/2025;12  UT;Atrasado;23/06/2025;7;405810;;168950;221;Almoxarifados - Estoque geral;R$ 150,00;3238;VENEZA              ;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;1;0;;junho
Tratores;;2027;8366;8366 - CLIPE L79076;Apenas Solicitação;8;8;0;09/05/2025;;;;;Aguardando OC;402121;;0;221;Almoxarifados - Estoque geral;R$ 37,28;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Caminhões;;1098;8479;8479 - TROCADOR DE CALOR (RADIADOR DE OLEO MOTOR NL10);Apenas Solicitação;1;0;1;19/03/2025;;;;;Aguardando OC;396611;1137782;0;683;Caminhões Prancha;R$ 927,32;;;;;Pedido entregue!;;Aguardando retirada;1;1;0;1;#REF!;março
Tratores;;2027;8495;8495 - ARRUELA L111165;Apenas Solicitação;6;6;0;09/05/2025;;;;;Aguardando OC;402102;;0;221;Almoxarifados - Estoque geral;R$ 1.398,29;;;;;Pendente;;Entrega pendente;1;1;0;1;;maio
Tratores;;2025;8497;8497 - MOLA DE COMPRESSAO R115415;Apenas Solicitação;2;2;;12/06/2025;;;;;Aguardando OC;407131;;0;221;Almoxarifados - Estoque geral;11,79;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;8497;8497 - MOLA DE COMPRESSAO R115415;Apenas Solicitação;2;2;;13/06/2025;;;;;Aguardando OC;407341;;0;221;Almoxarifados - Estoque geral;R$ 11,79;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2030;8502;8502 - MOLA DE COMPRESSAO R95370;Tem OC;12;0;12;11/02/2025;17/02/2025;;;;6;392070;1127366;164322;696;Tratores Colheita;R$ 19,06;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2025;8502;8502 - MOLA DE COMPRESSAO R95370;Apenas Solicitação;12;12;;12/06/2025;;;;;Aguardando OC;407144;;0;221;Almoxarifados - Estoque geral;R$ 19,06;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2064;8502;8502 - MOLA DE COMPRESSAO R95370;Apenas Solicitação;12;12;;13/06/2025;;;;;Aguardando OC;407259;;0;221;Almoxarifados - Estoque geral;R$ 19,06;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;8502;8502 - MOLA DE COMPRESSAO R95370;Apenas Solicitação;12;12;;13/06/2025;;;;;Aguardando OC;407370;;0;221;Almoxarifados - Estoque geral;R$ 19,06;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2030;8503;8503 - MOLA DE COMPRESSAO R104785;Tem OC;8;0;8;11/02/2025;17/02/2025;;;;6;392061;1127366;164322;696;Tratores Colheita;R$ 44,29;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2025;8503;8503 - MOLA DE COMPRESSAO R104785;Apenas Solicitação;8;8;;12/06/2025;;;;;Aguardando OC;407151;;0;221;Almoxarifados - Estoque geral;44,29;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;8503;8503 - MOLA DE COMPRESSAO R104785;Apenas Solicitação;8;8;;13/06/2025;;;;;Aguardando OC;407377;;0;221;Almoxarifados - Estoque geral;R$ 44,29;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;8505;8505 - DISCO R101158;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407398;;0;221;Almoxarifados - Estoque geral;R$ 541,62;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2030;8507;8507 - DISCO R95422;Tem OC;1;0;1;11/02/2025;17/02/2025;;;;6;392062;1127366;164322;696;Tratores Colheita;R$ 314,41;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2064;8507;8507 - DISCO R95422;Apenas Solicitação;1;1;;13/06/2025;;;;;Aguardando OC;407265;;0;221;Almoxarifados - Estoque geral;R$ 355,93;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2030;8508;8508 - ARRUELA DE VEDACAO R163341;Tem OC;1;0;1;11/02/2025;17/02/2025;;;;6;392079;1127366;164322;696;Tratores Colheita;R$ 11,21;3465;MAQNELSON AGRICOLA L;Itumbiara;GO;Pedido entregue!;1;Retirado do Almoxarifado;1;1;0,032258065;0;0;fevereiro
Tratores;;2025;8508;8508 - ARRUELA DE VEDACAO R163341;Apenas Solicitação;4;4;;12/06/2025;;;;;Aguardando OC;407142;;0;221;Almoxarifados - Estoque geral;R$ 11,20;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Tratores;;2027;8508;8508 - ARRUELA DE VEDACAO R163341;Apenas Solicitação;4;4;;13/06/2025;;;;;Aguardando OC;407367;;0;221;Almoxarifados - Estoque geral;R$ 11,20;;;;;Pendente;;Entrega pendente;1;1;0;1;;junho
Reboques;;8001;8520;"8520 - TORNEIRA DE PLASTICO P/ JARDIM DE 1/2""";Tem OC;5;0;5;11/04/2025;07/05/2025;;;;26;399119;1144004;167229;727;Áreas de Vivência;R$ 5,00;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;0;abril
Reboques;;8002;8520;"8520 - TORNEIRA DE PLASTICO P/ JARDIM DE 1/2""";Tem OC;5;0;5;11/04/2025;07/05/2025;;;;26;399131;1144009;167229;727;Áreas de Vivência;R$ 5,00;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;0;abril
Reboques;;8003;8520;"8520 - TORNEIRA DE PLASTICO P/ JARDIM DE 1/2""";Tem OC;5;0;5;11/04/2025;07/05/2025;;;;26;399140;1144010;167229;727;Áreas de Vivência;R$ 5,00;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;0;abril
Reboques;;8004;8520;"8520 - TORNEIRA DE PLASTICO P/ JARDIM DE 1/2""";Tem OC;5;0;5;11/04/2025;07/05/2025;;;;26;399149;1144011;167229;727;Áreas de Vivência;R$ 5,00;14591;ATACADÃO ECONOMICO;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;0,083333333;0;0;abril
Caminhões;;1009;8650;8650 - EIXO INTERMEDIARIO CX. DE CAMBIO G3-60 REF: A383 263 0202 ( MBB 2318 );Tem OC;1;0;1;06/06/2025;11/06/2025;0  DC;Atrasado;11/06/2025;5;406243;;168987;221;Almoxarifados - Estoque geral;R$ 1.520,00;6880;AUTO NORTE;Bayeux;PB;Pedido entregue!;;Aguardando retirada;1;1;0,333333333;0;;junho
Caminhões;;1027;8689;8689 - MANGOTE DO RESERVATÓRIO DO RADIADOR L/D MB 3340 REF. A940 501 18 82;Tem OC;1;0;1;17/05/2025;27/05/2025;1  UT;Atrasado;28/05/2025;10;403358;;168255;221;Almoxarifados - Estoque geral;R$ 100,70;2106;UNIDAS              ;João Pessoa;PB;Pedido entregue!;;Aguardando retirada;1;1;1;0;;maio
Máquinas pesadas;;4018;8725;8725 - BATERIA MOURA / BOSCH 60 AH;Apenas Solicitação;1;1;;09/07/2025;;;;;Aguardando OC;410997;;0;221;Almoxarifados - Estoque geral;259;;;;;Pendente;;Entrega pendente;1;1;0;1;;julho
